"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"EU27","European Union (27 countries)","T","Total","0_4","0 to 4","2019","2019",21564955,,
"EU27","European Union (27 countries)","T","Total","0_4","0 to 4","2020","2020",21352178.5,,
"EU27","European Union (27 countries)","T","Total","0_4","0 to 4","2021","2021",21024248.046572,,
"EU27","European Union (27 countries)","T","Total","0_4","0 to 4","2022","2022",20678480.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1980","1980",14708992.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1981","1981",14548920.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1982","1982",14368794.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1983","1983",14214692,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1984","1984",14060551,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1985","1985",13913602.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1986","1986",13794753,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1987","1987",13659854,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1988","1988",13507962.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1989","1989",13340161,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1990","1990",13110032,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1991","1991",12966375.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1992","1992",12792403,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1993","1993",12711204,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1994","1994",12678319.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1995","1995",12627232.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1996","1996",12538508,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1997","1997",12400951,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1998","1998",12204243,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","1999","1999",11949133.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2000","2000",11664772,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2001","2001",11388690.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2002","2002",11193655.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2003","2003",11058693.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2004","2004",10982430.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2005","2005",10965765,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2006","2006",10964221.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2007","2007",10939412.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2008","2008",10921010,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2009","2009",10912123,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2010","2010",10903100,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2011","2011",10896247.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2012","2012",10960942.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2013","2013",11066754,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2014","2014",11195409.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2015","2015",11286888.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2016","2016",11325802.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2017","2017",11293362,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2018","2018",11190782,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2019","2019",11071748.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2020","2020",10974078.5,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2021","2021",10894278.30617,,
"EU27","European Union (27 countries)","W","Women","05_9","5 to 9","2022","2022",10964810.272682,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1980","1980",15442756.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1981","1981",15277335.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1982","1982",15083560,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1983","1983",14913829,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1984","1984",14749986.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1985","1985",14595772.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1986","1986",14466656.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1987","1987",14334182.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1988","1988",14182697,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1989","1989",13995801,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1990","1990",13750730.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1991","1991",13594618,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1992","1992",13415624.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1993","1993",13336721,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1994","1994",13305779.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1995","1995",13258156,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1996","1996",13176374,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1997","1997",13037040,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1998","1998",12830031,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","1999","1999",12563024,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2000","2000",12266938.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2001","2001",11976293,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2002","2002",11770536,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2003","2003",11635192.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2004","2004",11561708,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2005","2005",11549158.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2006","2006",11546557.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2007","2007",11518788,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2008","2008",11499972,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2009","2009",11490639,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2010","2010",11483331.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2011","2011",11480840,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2012","2012",11552059.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2013","2013",11665731,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2014","2014",11800912,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2015","2015",11897320,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2016","2016",11938836,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2017","2017",11905680.5,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2018","2018",11801027,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2019","2019",11676622,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2020","2020",11576114,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2021","2021",11491446.926766,,
"EU27","European Union (27 countries)","M","Men","05_9","5 to 9","2022","2022",11561204.401085,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1980","1980",30151747,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1981","1981",29826259,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1982","1982",29452353.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1983","1983",29128520,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1984","1984",28810536.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1985","1985",28509373,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1986","1986",28261510.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1987","1987",27994037.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1988","1988",27690658.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1989","1989",27335960,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1990","1990",26860761.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1991","1991",26560992.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1992","1992",26208027.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1993","1993",26048027,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1994","1994",25983998,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1995","1995",25885486.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1996","1996",25714881,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1997","1997",25437991,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1998","1998",25034274,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","1999","1999",24512159.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2000","2000",23931709.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2001","2001",23364983.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2002","2002",22964193.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2003","2003",22693884,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2004","2004",22544139.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2005","2005",22514920.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2006","2006",22510779,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2007","2007",22458198.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2008","2008",22420981,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2009","2009",22402763,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2010","2010",22386430.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2011","2011",22377087.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2012","2012",22513002,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2013","2013",22732485,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2014","2014",22996319.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2015","2015",23184208.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2016","2016",23264639.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2017","2017",23199041.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2018","2018",22991810,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2019","2019",22748372.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2020","2020",22550191.5,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2021","2021",22385725.232936,,
"EU27","European Union (27 countries)","T","Total","05_9","5 to 9","2022","2022",22526014.673767,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1980","1980",15710081,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1981","1981",15576558.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1982","1982",15395403.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1983","1983",15142115.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1984","1984",14909039,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1985","1985",14730979,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1986","1986",14592086.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1987","1987",14408888,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1988","1988",14258411,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1989","1989",14142110,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1990","1990",13972739.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1991","1991",13902646.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1992","1992",13745230,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1993","1993",13566692.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1994","1994",13384258.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1995","1995",13195914,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1996","1996",13027380.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1997","1997",12900480,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1998","1998",12840979.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","1999","1999",12851980.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2000","2000",12829933,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2001","2001",12742462.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2002","2002",12642869.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2003","2003",12496845,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2004","2004",12274206.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2005","2005",11989640.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2006","2006",11715767,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2007","2007",11493317,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2008","2008",11290106,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2009","2009",11176168,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2010","2010",11152083,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2011","2011",11128721,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2012","2012",11083848,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2013","2013",11045073.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2014","2014",11045498,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2015","2015",11038670.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2016","2016",11060712,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2017","2017",11136106.5,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2018","2018",11255974,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2019","2019",11378652,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2020","2020",11476334,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2021","2021",11503258.168815,,
"EU27","European Union (27 countries)","W","Women","10_14","10 to 14","2022","2022",11581454.328287,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1980","1980",16465874,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1981","1981",16353814.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1982","1982",16168850.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1983","1983",15900429.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1984","1984",15645771.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1985","1985",15443607,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1986","1986",15280333,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1987","1987",15089360,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1988","1988",14937713,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1989","1989",14820571,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1990","1990",14648792,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1991","1991",14575300,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1992","1992",14411661.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1993","1993",14226463,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1994","1994",14036627,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1995","1995",13837669.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1996","1996",13659041,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1997","1997",13528088,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1998","1998",13468603,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","1999","1999",13480397,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2000","2000",13466806.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2001","2001",13392407.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2002","2002",13292236,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2003","2003",13135429,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2004","2004",12900349,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2005","2005",12601226.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2006","2006",12313796,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2007","2007",12086377,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2008","2008",11885056,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2009","2009",11772761.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2010","2010",11748640,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2011","2011",11725798.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2012","2012",11682045.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2013","2013",11640267,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2014","2014",11639815,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2015","2015",11638665.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2016","2016",11667897,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2017","2017",11748428.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2018","2018",11877967.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2019","2019",12012389.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2020","2020",12113936.5,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2021","2021",12141627.296712,,
"EU27","European Union (27 countries)","M","Men","10_14","10 to 14","2022","2022",12228288.438252,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1980","1980",32175955,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1981","1981",31930273,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1982","1982",31564255,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1983","1983",31042544,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1984","1984",30554809.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1985","1985",30174586,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1986","1986",29872416.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1987","1987",29498246,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1988","1988",29196122,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1989","1989",28962680,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1990","1990",28621627.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1991","1991",28477947.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1992","1992",28156890.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1993","1993",27793153.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1994","1994",27420781.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1995","1995",27033682.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1996","1996",26686420.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1997","1997",26428565,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1998","1998",26309579.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","1999","1999",26332376.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2000","2000",26296741.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2001","2001",26134870,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2002","2002",25935105.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2003","2003",25632273,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2004","2004",25174555.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2005","2005",24590866,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2006","2006",24029564,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2007","2007",23579694,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2008","2008",23175161,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2009","2009",22948930.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2010","2010",22900723,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2011","2011",22854519.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2012","2012",22765895.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2013","2013",22685340.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2014","2014",22685314,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2015","2015",22677336,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2016","2016",22728610,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2017","2017",22884536,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2018","2018",23133941.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2019","2019",23391042.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2020","2020",23590271.5,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2021","2021",23644885.465527,,
"EU27","European Union (27 countries)","T","Total","10_14","10 to 14","2022","2022",23809742.766539,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1980","1980",15880351.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1981","1981",15926526,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1982","1982",15959874,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1983","1983",15966488.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1984","1984",15867222,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1985","1985",15719976,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1986","1986",15595554,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1987","1987",15437571,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1988","1988",15217706.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1989","1989",15021840,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1990","1990",14842418.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1991","1991",14745744,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1992","1992",14569535,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1993","1993",14440017.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1994","1994",14317388,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1995","1995",14193214.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1996","1996",14098998,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1997","1997",13989801.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1998","1998",13841944.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","1999","1999",13694521.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2000","2000",13540758,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2001","2001",13367220.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2002","2002",13241945,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2003","2003",13155306.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2004","2004",13102547,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2005","2005",13028628.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2006","2006",12934627,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2007","2007",12808386.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2008","2008",12593611,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2009","2009",12333066,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2010","2010",12064777.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2011","2011",11767894.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2012","2012",11568692,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2013","2013",11410565.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2014","2014",11326437.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2015","2015",11308867.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2016","2016",11302541,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2017","2017",11258320,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2018","2018",11237357,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2019","2019",11234814.5,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2020","2020",11220891,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2021","2021",11229852.47186,,
"EU27","European Union (27 countries)","W","Women","15_19","15 to 19","2022","2022",11367146.720452,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1980","1980",16609687.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1981","1981",16680106.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1982","1982",16717068.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1983","1983",16720366.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1984","1984",16617980.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1985","1985",16467109,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1986","1986",16320782.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1987","1987",16159606,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1988","1988",15931622.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1989","1989",15727928.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1990","1990",15526876,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1991","1991",15417798.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1992","1992",15241262,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1993","1993",15114009,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1994","1994",14984543,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1995","1995",14855632.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1996","1996",14758871.5,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1997","1997",14643315,,
"EU27","European Union (27 countries)","M","Men","15_19","15 to 19","1998","1998",14485698,,
